Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb
129870,Black/White,Border Collie,TUPPENCE,Female,ELIZABETH EAST
129871,Black/White,Collie (Rough Coat) X,LILI,Desexed Female,HUMBUG SCRUB
129874,Tan/White,Jack Russell Terrier,MILLIE,Female,MUNNO PARA WEST
129876,Tri-Colored,American Staffordshire Terrier,KAGAR,Male,MUNNO PARA WEST
129879,Gold,Labrador Retriever,MAX,Desexed Male,ELIZABETH EAST
129882,Tan/White,American Staffordshire Terrier,PANCHO,Male,ELIZABETH EAST
129885,Brown,Staffordshire Bull Terrier X,BUZZ,Male,ANDREWS FARM
129887,White,Jack Russell Terrier,FELLA,Male,HILLBANK
129890,Black /Tan,Maltese X,DAISY,Female,CRAIGMORE
129892,Gold,Labrador Retriever,BELLE,Female,MACDONALD PARK
129896,Black,Labrador Retriever X,ZOE,Female,MUNNO PARA WEST
129897,Black/White,Tenterfield Terrier,SAM,Male,ELIZABETH PARK
129906,Caramel,Maltese X,RUSTY,Male,HILLBANK
129908,Fawn,Pug,PUGSLEY,Male,ELIZABETH VALE
129913,Brown,Jack Russell Terrier X,RUSTY,Male,HILLBANK
129914,Tan,Rhodesian Ridgeback,BELLA,Female,HILLBANK
129921,Black/White,Papillon,ANGEL,Female,BLAKEVIEW
129932,Blue/Roan,Cocker Spaniel,PLUTO,Male,DAVOREN PARK
129934,Tan,Labrador Retriever X,GENEVIEVE,Desexed Female,SMITHFIELD
129936,Black,Labrador Retriever,GYPSY,Desexed Female,ANDREWS FARM
129938,Sable,Shih Tzu,TOFFEE,Female,CRAIGMORE
129939,White,Shih Tzu,SOPHIE,Female,CRAIGMORE
129943,Brown,Maltese X,BASIL,Desexed Male,CRAIGMORE
129948,Black,Australian Kelpie X,KALLEY,Female,CRAIGMORE
129956,Cream,Japanese Spitz,MURRAY,Male,BLAKEVIEW
129959,White,Maltese,PRINCESS,Female,SMITHFIELD
129960,Tri-Colored,Cavalier King Charles Spaniel,CHLOE,Female,ANGLE VALE
129967,Beige,Cocker Spaniel X,SANDY,Desexed Male,CRAIGMORE
129977,Brindle,Deerhound X,BORIS,Desexed Male,ELIZABETH VALE
129979,Black/White,Jack Russell Terrier X,JETT,Desexed Male,CRAIGMORE
129980,Black/White,Jack Russell Terrier X,BARNEY,Desexed Male,ELIZABETH
129981,Apricot,Pomeranian,DARCEY,Male,ELIZABETH PARK
129982,Tan,Yorkshire Terrier,TIGGER,Desexed Female,CRAIGMORE
129986,Chocolate,Labrador Retriever,SNICKERS,Male,ANGLE VALE
129987,Black/White,Collie (Rough Coat) X,SAMMY,Desexed Male,CRAIGMORE
129990,Tan/Brown,Rottweiler X,ZANDER,Male,ELIZABETH PARK
129997,Black/White,Collie (Rough Coat) X,TWIGGY,Desexed Female,VIRGINIA
130001,Black/White,Shih Tzu,TILLEY,Female,ELIZABETH EAST
130007,White,Maltese X,PRECILLA,Desexed Female,SMITHFIELD PLAINS
130010,Blue/Roan,Australian Cattle Dog X,BOBBY,Desexed Female,ELIZABETH SOUTH
130016,Black /Tan,Pomeranian X,BELLA,Desexed Female,DAVOREN PARK
130017,Gold,Cocker Spaniel,CHARLIE,Desexed Male,ULEYBURY
130018,Tan/White,Jack Russell Terrier X,MERLIN,Desexed Male,CRAIGMORE
130026,White,Maltese X,PIFF,Male,ELIZABETH VALE
130030,Brindle/White,Staffordshire Bull Terrier X,BUDDY,Male,ELIZABETH PARK
130031,Black,Schipperke,ROSE,Female,BUCKLAND PARK
130038,White,Maltese,HAMISH,Desexed Male,SMITHFIELD
130047,Chocolate,Australian Kelpie X,IBU,Desexed Female,VIRGINIA
130051,White,Jack Russell Terrier,MONTY,Male,HILLBANK
130053,Red,Australian Cattle Dog,SALLY,Desexed Female,ANDREWS FARM
130056,Red,Siberian Husky,KEESHA,Desexed Female,ANGLE VALE
130057,Grey/White,Siberian Husky,THORN,Male,ANGLE VALE
130059,White,Fox Terrier (Smooth)  X,BELLA,Female,CRAIGMORE
130068,Black/Roan,Australian Kelpie X,PENNY,Desexed Female,CRAIGMORE
130071,Red/Tan,Dobermann,WOOFY,Male,DAVOREN PARK
130077,Brindle,Staffordshire Bull Terrier X,MILO,Male,BLAKEVIEW
130078,Gold,Lhasa Apso,TOYA,Female,ANGLE VALE
130081,Gold,Labrador Retriever,HARLEY,Male,ANGLE VALE
130083,Black,Maltese X,SOOTIE,Desexed Male,CRAIGMORE
130086,White/Red,Australian Cattle Dog X,PENNY,Desexed Female,ELIZABETH PARK
130099,Black/White,Chihuahua,JJ,Male,ELIZABETH SOUTH
130102,White,Chihuahua,GIDGET,Desexed Female,ELIZABETH GROVE
130103,Sandy,Labrador Retriever,BUD,Desexed Male,CRAIGMORE
130104,Black,Maltese X,SYBIL,Desexed Female,ELIZABETH EAST
130105,Black,Maltese X,EBONY,Desexed Female,ELIZABETH EAST
130108,Red,Dobermann,BAXTER,Desexed Male,ELIZABETH DOWNS
130109,Blue,Australian Cattle Dog,BELLA,Desexed Female,VIRGINIA
130118,Harlequin,Great Dane,THOR,Male,MUNNO PARA
130121,Black/Brown,Rottweiler,RUSTY,Female,DAVOREN PARK
130122,Blenheim,Cavalier King Charles Spaniel,DASHIR,Desexed Male,CRAIGMORE
130127,Black/Brindle,Staffordshire Bull Terrier,MOLLIE,Female,MUNNO PARA WEST
130130,White,Tenterfield Terrier,TOBY,Male,ELIZABETH NORTH
130141,Black/Grey,Maltese X,LOUIE,Male,ELIZABETH EAST
130166,Red/Tan,Chihuahua,MAX,Desexed Male,CRAIGMORE
130167,Black /Tan,Australian Cattle Dog X,JESSIE,Desexed Female,CRAIGMORE
130174,Black /Tan,Australian Terrier X,JAKE,Desexed Male,ELIZABETH EAST
130176,Tan,Pomeranian,HEWEY,Male,ELIZABETH NORTH
130178,Tan/White,Jack Russell Terrier X,ROXY,Desexed Female,VIRGINIA
130182,Cream,Maltese X,GITTI,Desexed Female,DAVOREN PARK
130193,Gold,Golden Retriever,ROBBIE,Male,CRAIGMORE
130206,Cream,Labrador Retriever X,LUCY,Desexed Female,ELIZABETH PARK
130208,Black,Cocker Spaniel X,GIACOMO,Desexed Male,ELIZABETH PARK
130210,White,Staffordshire Bull Terrier,ANGEL,Female,DAVOREN PARK
130220,Black /Tan,Australian Terrier X,SULTAN,Desexed Male,CRAIGMORE
130221,Black,Australian Kelpie X,NUFF,Desexed Female,ELIZABETH DOWNS
130227,Cream,Poodle,MAX,Male,ANDREWS FARM
130232,Black/Brindle,Australian Cattle Dog X,BOOGIE,Desexed Male,ELIZABETH NORTH
130233,Red,Australian Cattle Dog X,ODIE,Desexed Male,ELIZABETH SOUTH
130235,White/Black,Fox Terrier (Smooth)  X,MISSY,Female,ELIZABETH NORTH
130246,Black/White,Dalmation,LUCKY,Desexed Male,SMITHFIELD PLAINS
130255,Cream,Poodle X,PEPE,Desexed Male,ELIZABETH EAST
130262,Tri-Colored,Bichon Frise x,PENNY,Desexed Female,HILLBANK
130263,Blenheim,Cavalier King Charles Spaniel,IRVING,Male,ELIZABETH SOUTH
130269,Black,Cocker Spaniel,BENTLEIGH,Male,ANDREWS FARM
130271,Tan/White,Maltese X,MOLLY,Desexed Female,CRAIGMORE
130280,Grey,Australian Cattle Dog,TURBO,Desexed Male,ONE TREE HILL
130284,Tan/White,Staffordshire Bull Terrier,BRUNO,Male,HILLBANK
130291,Black,Rottweiler X,SABRE,Male,ANGLE VALE
130293,Black/White,Shih Tzu,MILLY,Female,CRAIGMORE
130295,Black /Tan,German Shepherd Dog,TILLIE,Desexed Female,VIRGINIA
130301,Black /Tan,Rottweiler,GUS,Male,ELIZABETH GROVE
130305,Black/White,Border Collie X,MIA,Female,HUMBUG SCRUB
130306,Red,Australian Cattle Dog X,POLLY,Desexed Female,ELIZABETH SOUTH
130311,White,Staffordshire Bull Terrier,J D,Male,CRAIGMORE
130314,Black /Tan,German Shepherd Dog,MARCUS,Male,ELIZABETH DOWNS
130321,Black/White,Border Collie,LESTER,Male,ONE TREE HILL
130330,Black /Tan,X Breed,CHELSEA,Desexed Female,ELIZABETH DOWNS
130331,Tan/White,Jack Russell Terrier,JAKE,Desexed Male,ELIZABETH SOUTH
130334,White,Maltese X,CONNOR,Male,BLAKEVIEW
130341,Biscuit,Shih Tzu X,TAMMY,Female,MUNNO PARA WEST
130356,Gold,Maltese X,MILO,Male,ELIZABETH EAST
130357,Red/Tan,American Staffordshire Terrier,BOOF,Male,ELIZABETH VALE
130362,White,Maltese X,SAM,Desexed Male,ELIZABETH
130369,Gold,Chihuahua X,WOODY,Male,DAVOREN PARK
130370,Gold,Chihuahua X,MICKY,Male,DAVOREN PARK
130380,Chocolate,Cocker Spaniel X,TAMARA,Female,HILLBANK
130386,Gold,Labrador Retriever,ANGEL,Female,CRAIGMORE
130390,Brindle,Staffordshire Bull Terrier,TARA,Female,ELIZABETH PARK
130391,Gold,Poodle (Miniature),MOLLY,Desexed Female,SMITHFIELD
130402,Black /Tan,Rottweiler X,BRICE,Male,CRAIGMORE
130419,Black/White,Border Collie X,JASPER,Desexed Female,HILLBANK
130423,Black,Mastiff X,RIPLEY,Male,ELIZABETH NORTH
130431,Black,Border Collie,MAGGIE,Desexed Female,HILLBANK
130433,Brown/White,Golden Retriever X,BONNIE,Female,ANGLE VALE
130437,Black /Tan,Australian Terrier,BINDI,Female,ELIZABETH SOUTH
130438,Brindle/White,Staffordshire Bull Terrier,CHEVY,Male,ELIZABETH SOUTH
130444,Gold,Labrador Retriever,RIVER,Male,ELIZABETH GROVE
130446,Gold,Golden Retriever,HOLLY,Desexed Female,ELIZABETH SOUTH
130451,Black,Labrador Retriever X,GYPSY,Female,ANDREWS FARM
130457,Black/White,Australian Cattle Dog X,KERBEE,Female,SMITHFIELD
130458,Dark Brown,Chihuahua X,ROCKY,Male,MUNNO PARA
130461,Black,Labrador Retriever,JESSIE,Female,BLAKEVIEW
130462,White,Maltese X,IMELDA,Female,CRAIGMORE
130466,Tri-Colored,Maltese X,ZORRO,Male,ANDREWS FARM
130471,Tri-Colored,Cavalier King Charles Spaniel X,BENSON,Male,BLAKEVIEW
130473,White,Staffordshire Bull Terrier X,CARDWELL,Male,CRAIGMORE
130477,Black,Labrador Retriever,TINKERBELL,Desexed Female,CRAIGMORE
130478,Gold,Labrador Retriever,MISSY,Desexed Female,DAVOREN PARK
130480,Brown,Chihuahua X,ROXY,Desexed Female,HILLBANK
130484,Blue,Kerry Blue Terrier,JORDAN,Desexed Female,BIBARINGA
130486,White,Shih Tzu X,BUSTER,Male,ELIZABETH
130487,Black/White,Chihuahua,SALLY,Desexed Female,BLAKEVIEW
130488,White,German Shepherd Dog,SPOCK,Male,ONE TREE HILL
130489,Brown,Chihuahua X,FANG,Male,BLAKEVIEW
130492,White,Shih Tzu X,BOOF,Male,DAVOREN PARK
130495,Brown,Cocker Spaniel,ZOE,Female,MUNNO PARA WEST
130497,White,Maltese X,TINKY,Female,ELIZABETH VALE
130505,Tan/White,Jack Russell Terrier X,MISSY,Desexed Female,SMITHFIELD PLAINS
130507,Black /Tan,German Shepherd Dog X,LUCKY,Desexed Male,CRAIGMORE
130510,Tan/White,Jack Russell Terrier X,JACK,Desexed Male,ELIZABETH VALE
130512,White/Red,Staffordshire Bull Terrier,SABER,Male,CRAIGMORE
130518,Black /Tan,Labrador Retriever X,ANGEL,Desexed Female,ANGLE VALE
130519,Black/White,Cocker Spaniel X,PEBBLES,Desexed Female,ELIZABETH DOWNS
130521,Brindle/White,Staffordshire Bull Terrier X,COOPER,Desexed Male,ELIZABETH EAST
130522,Black/White,Shih Tzu X,MOLLY,Desexed Female,DAVOREN PARK
130534,Tan/White,Jack Russell Terrier X,MEGGS,Desexed Female,CRAIGMORE
130537,Black /Tan,German Shepherd Dog X,BUSTA,Male,ELIZABETH GROVE
130538,Black,Pomeranian,PRINCESS,Desexed Female,ELIZABETH NORTH
130539,Cream,Pomeranian,SPIRIT,Desexed Male,ELIZABETH NORTH
130542,Blenheim,Cavalier King Charles Spaniel,BAILEY,Male,ELIZABETH PARK
130545,Black /Tan,Rottweiler,MALOO,Male,ANGLE VALE
130555,Sable,Bichon Frise x,SOPHIE,Desexed Female,ELIZABETH DOWNS
130559,White,Bichon Frise x,JESSE,Male,ELIZABETH EAST
130560,Black/Brown,Poodle X,DUSTY,Female,CRAIGMORE
130561,Black,Poodle X,SHELLIE,Female,CRAIGMORE
130572,Brown/White,Jack Russell Terrier X,JACK,Male,CRAIGMORE
130576,Black/White,Maltese X,NIKKI,Desexed Female,ANDREWS FARM
130577,Black /Tan,German Shepherd Dog,BEAR,Male,HILLBANK
130581,White/Brown,Jack Russell Terrier X,ZELLA,Female,ANDREWS FARM
130583,Black /Tan,German Shepherd Dog X,SHADOW,Female,ELIZABETH DOWNS
130590,Blue,Australian Cattle Dog,SNOBS,Female,ELIZABETH DOWNS
130596,White,Maltese,MAC,Desexed Male,CRAIGMORE
130600,Black/White,Cocker Spaniel,SHADOW,Male,ELIZABETH DOWNS
130602,Tri-Colored,Staffordshire Bull Terrier X,HANNAH,Desexed Female,DAVOREN PARK
130608,Tan,Staffordshire Bull Terrier,GUS,Male,ELIZABETH NORTH
130611,Tan/White,Papillon,LEGHORN DEAN GILL,Female,ELIZABETH GROVE
130613,Blue/Roan,Australian Shepherd,FLIP,Male,BLAKEVIEW
130617,Black/White,Fox Terrier (Smooth)  X,SHANDY,Female,MUNNO PARA WEST
130619,White,Staffordshire Bull Terrier X,LISA,Female,SMITHFIELD
130626,Brown,Staffordshire Bull Terrier,BOSS,Male,HILLBANK
130629,Brown/White,Papillon,SKIPPER,Desexed Male,SMITHFIELD PLAINS
130636,Black/Blue,Australian Cattle Dog X,MAX,Male,ELIZABETH PARK
130644,Gold,Labrador Retriever,PUKI,Desexed Female,MUNNO PARA WEST
130646,Black /Tan,German Shepherd Dog,JESSIE,Desexed Female,ELIZABETH EAST
130648,White/Black,Tenterfield Terrier,LARNA,Female,ELIZABETH EAST
130649,White,Bichon Frise,COOPER,Male,ELIZABETH PARK
130662,White,Jack Russell Terrier,PEPPER,Female,ELIZABETH EAST
130668,Brown,Labrador Retriever,MIA,Desexed Female,MUNNO PARA
130672,Black,Australian Terrier X,JAMES,Male,HILLBANK
130675,Black /Tan,Dobermann X,TAURBO,Desexed Male,ELIZABETH VALE
130679,Sandy,Labrador Retriever,SANDY,Male,CRAIGMORE
130680,Red,Boxer,AMBER,Female,HILLBANK
130685,Black,Maltese X,COOPER,Desexed Male,ANDREWS FARM
130693,Black /Tan,Australian Kelpie,BOUNCER,Male,BLAKEVIEW
130709,Black,German Shepherd Dog,ASTRA,Desexed Female,ANGLE VALE
130712,Sable,German Shepherd Dog,JAYDE,Desexed Female,ANGLE VALE
130717,Tan,Staffordshire Bull Terrier X,NUDGE,Male,CRAIGMORE
130729,Brown,Chihuahua X,DEE,Desexed Female,SMITHFIELD
130746,Black/White,Border Collie,JACK,Male,SMITHFIELD PLAINS
130748,Black/White,Shih Tzu X,TESS,Female,CRAIGMORE
130750,Grey/White,Alaskan Malamute,MIA,Female,ELIZABETH SOUTH
130751,Brown/White,Chihuahua X,CRYSTAL,Female,BLAKEVIEW
130759,Red,Staffordshire Bull Terrier,J.T.,Male,ELIZABETH DOWNS
130761,Tan/White,Staffordshire Bull Terrier X,ROCKY,Desexed Male,ELIZABETH NORTH
130765,Black/White,Maltese X,ROSE,Desexed Female,BLAKEVIEW
130766,Black/White,Terrier X,MILO,Desexed Male,CRAIGMORE
130774,Black/White,Scottish Terrier X,FERGUS MCDUFF BOYD,Male,HILLBANK
130781,Black/White,Border Collie X,BOBBY,Male,CRAIGMORE
130784,White/Red,Rhodesian Ridgeback X,MYLO,Male,BLAKEVIEW
130788,Tan/White,Jack Russell Terrier X,BELLA,Desexed Female,CRAIGMORE
130791,Tri-Colored,Cavalier King Charles Spaniel,CHARLIE,Male,CRAIGMORE
130793,Tan,German Shepherd Dog X,KOSTA,Male,DAVOREN PARK
130794,Biscuit,Maltese X,LEO,Desexed Male,MUNNO PARA
130796,Tri-Colored,Australian Silky Terrier,CANDY,Desexed Female,CRAIGMORE
130800,Black /Tan,German Shepherd Dog,SASHA,Desexed Female,ELIZABETH SOUTH
130805,Black/Brindle,Staffordshire Bull Terrier,ANGEL,Desexed Female,CRAIGMORE
130810,Cream,Maltese X,PARIS,Desexed Male,ELIZABETH SOUTH
130814,Tan,Chihuahua,BUFFY,Desexed Female,ELIZABETH GROVE
130818,Black,Australian Kelpie X,TESS,Desexed Female,MACDONALD PARK
130820,Chocolate,Australian Kelpie X,MISHKA,Desexed Female,CRAIGMORE
130821,Brindle,Boxer X,TIGGER,Male,HUMBUG SCRUB
130826,Tri-Colored,Bull Terrier,FRANK,Male,YATTALUNGA
130828,Black /Tan,Rottweiler,CLEO,Desexed Female,CRAIGMORE
130830,Tan/White,Maltese X,TOBY,Male,ELIZABETH SOUTH
130831,Black/White,Maltese X,BROCK,Desexed Male,CRAIGMORE
130840,Brindle/White,Boxer,BELLA,Desexed Female,ELIZABETH SOUTH
130842,Black /Tan,Rottweiler,WHOOPIE,Desexed Female,DAVOREN PARK
130843,Cream,Chihuahua X,JESSY,Male,DAVOREN PARK
130846,Tri-Colored,Tenterfield Terrier,ZARA,Desexed Female,ELIZABETH NORTH
130848,Blue,Collie (Rough Coat) X,FRECKLES,Male,MACDONALD PARK
130852,Tri-Colored,Fox Terrier (Smooth),BONZO,Desexed Male,ELIZABETH DOWNS
130860,Black/White,Border Collie,FLY,Female,YATTALUNGA
130861,Tri-Colored,Fox Terrier (Smooth),DC,Male,CRAIGMORE
130869,White,Maltese X,MALIBU,Desexed Female,DAVOREN PARK
130871,White/Black,Chinese Crested Dog,CHAN,Male,ELIZABETH SOUTH
130875,White,Chow Chow X,ELLIE,Desexed Female,ANDREWS FARM
130876,Black,Pomeranian X,NICKI,Desexed Male,ANDREWS FARM
130878,Tri-Colored,Maltese X,WILLY,Male,HILLBANK
130881,Black/White,Chihuahua X,THOR,Male,DAVOREN PARK
130883,Black/White,Maltese X,ZOE,Desexed Female,CRAIGMORE
130888,White,Maltese X,SHREK,Male,ANDREWS FARM
130894,Black/White,Jack Russell Terrier,OSCAR,Desexed Male,BLAKEVIEW
130897,White/Black,Dalmation,SUNNY,Male,ONE TREE HILL
130908,White/Red,Australian Cattle Dog,RUSTY,Desexed Male,BLAKEVIEW
130911,Tri-Colored,Maltese X,MOLLY ANNE,Female,ELIZABETH
130913,Tri-Colored,Beagle,ACHILLES,Male,MUNNO PARA
130914,Tan/White,Poodle X,LUCY,Desexed Female,DAVOREN PARK
130915,Black/White,Maltese X,MITZI JANE,Female,ELIZABETH
130920,Black,Australian Kelpie X,RUBY,Desexed Female,ELIZABETH
130924,Black,Border Collie X,ZEUS,Male,ANGLE VALE
130928,Black /Tan,Dachshund,DIVA,Desexed Female,BUCKLAND PARK
130949,Black,Chihuahua,TESS,Female,ELIZABETH EAST
130955,Grey,Shih Tzu X,KEIRA,Desexed Female,ELIZABETH
130960,Red,Staffordshire Bull Terrier X,BELLA,Desexed Female,ANDREWS FARM
130961,Brindle,Staffordshire Bull Terrier X,BREE,Desexed Female,ANDREWS FARM
130964,White/Red,American Staffordshire Terrier,RAMBO,Male,SMITHFIELD
130966,Tri-Colored,Chihuahua X,TOBY,Male,ELIZABETH NORTH
130967,White,Poodle X,CHRISSY,Desexed Female,ELIZABETH NORTH
130968,Black,Maltese X,HARLEY,Male,ELIZABETH NORTH
130971,Black /Tan,German Shepherd Dog,SAXON,Male,BLAKEVIEW
130980,Tan/White,Maltese X,MILO,Male,DAVOREN PARK
130983,Black/White,Bull Terrier X,PATCH,Male,HILLBANK
130984,Black,Australian Cattle Dog,SASHA,Female,ELIZABETH PARK
130986,Black,Maltese,BENJI,Desexed Male,ELIZABETH PARK
130988,White,Maltese,HONEY,Female,WATERLOO CORNER
130989,Black /Tan,Rottweiler X,MONTY,Desexed Male,ELIZABETH DOWNS
130993,Fawn,Chihuahua,SAMEE,Male,DAVOREN PARK
130994,Red,Australian Cattle Dog,MISTY,Desexed Female,ANGLE VALE
131004,Tri-Colored,Chihuahua X,CJ,Desexed Male,ELIZABETH VALE
131009,White,Jack Russell Terrier X,ROXY,Desexed Female,ELIZABETH PARK
131013,White/Brown,Cocker Spaniel,BRANDY,Male,DAVOREN PARK
131020,White,Staffordshire Bull Terrier X,HENRY,Male,ANGLE VALE
131030,Black /Tan,Chihuahua,RALPH,Desexed Male,CRAIGMORE
131032,Gold,Jack Russell Terrier,GIGI,Female,HILLBANK
131037,Red,Staffordshire Bull Terrier,BOOF,Male,BLAKEVIEW
131043,Tri-Colored,Maltese X,OZZIE,Desexed Male,ELIZABETH NORTH
131044,Brindle/White,Staffordshire Bull Terrier X,FRED,Desexed Male,ELIZABETH VALE
131053,Black /Tan,German Shepherd Dog,BENJI,Male,HILLBANK
131054,White,Maltese,TOSHA,Desexed Male,ELIZABETH PARK
131055,Tan/White,Jack Russell Terrier X,C C,Desexed Female,CRAIGMORE
131056,Tan,Rottweiler X,CASSIE,Desexed Female,ANDREWS FARM
131059,Gold,Labrador Retriever,KELLY,Female,SMITHFIELD PLAINS
131065,White/Black,Maltese X,SASHA,Female,MACDONALD PARK
131070,Red,Australian Cattle Dog,CHARLEY,Male,DAVOREN PARK
131074,Liver,German Shorthaired Pointer,WILSON,Male,ANGLE VALE
131075,Tri-Colored,Maltese X,OSCAR,Male,CRAIGMORE
131078,Red,Australian Cattle Dog X,MATILDA,Desexed Female,BLAKEVIEW
131079,Gold,Labrador Retriever,BUDDY,Male,ANGLE VALE
131084,Brown,Chihuahua,LA LA,Male,ANGLE VALE
131092,Apricot,Poodle (Miniature),TED,Male,ELIZABETH EAST
131098,Black/White,Border Collie,ELLIE,Desexed Female,HILLBANK
131099,Chocolate,Pomeranian,REX,Desexed Male,ANDREWS FARM
131102,White,Maltese,MAC,Male,MUNNO PARA
131104,Black,German Shepherd Dog X,BELLE,Female,ELIZABETH DOWNS
131106,Red,Pomeranian X,MAX,Desexed Male,ELIZABETH DOWNS
131112,Chocolate,Maltese X,SAMSON,Desexed Male,CRAIGMORE
131115,Red,Staffordshire Bull Terrier,DIESEL,Male,CRAIGMORE
131118,Red,Border Terrier,RUBY,Desexed Female,ULEYBURY
131122,Black/White,Border Collie X,JESS,Desexed Female,CRAIGMORE
131125,Brindle,Staffordshire Bull Terrier,BUDDA,Male,ELIZABETH DOWNS
131129,Tri-Colored,Tenterfield Terrier,VINNIE,Desexed Male,MUNNO PARA WEST
131135,Brown/White,Terrier X,MILLY,Female,SMITHFIELD PLAINS
131136,Silver,Poodle Standard,VALLEY,Desexed Female,MUNNO PARA WEST
131138,Tan/White,Jack Russell Terrier,BRANDI,Female,HILLBANK
131139,Brown/White,St. Bernard,MOSES,Male,ANDREWS FARM
131143,Black /Tan,German Shepherd Dog,TARA,Female,ANGLE VALE
131144,Tan/White,Chihuahua X,PIPPA,Desexed Female,SMITHFIELD PLAINS
131145,Tan/White,German Shorthaired Pointer,MAGGIE,Desexed Female,HUMBUG SCRUB
131146,Tan/White,German Shorthaired Pointer,FLETCHER,Desexed Male,HUMBUG SCRUB
131148,White,Jack Russell Terrier X,ROVER,Male,MUNNO PARA
131149,White/Brown,Jack Russell Terrier X,TROMPIE,Male,HILLBANK
131151,Gold,Golden Retriever,BAILEY,Male,HILLBANK
131152,White,Shih Tzu X,PUCKIE,Desexed Male,HILLBANK
131156,Apricot,Cocker Spaniel,SCOOBY DOO,Male,DAVOREN PARK
131158,Gold,Cavalier King Charles Spaniel X,ALFIE,Male,CRAIGMORE
131161,Brown,Australian Kelpie,RED,Male,ELIZABETH VALE
131164,Black/Brown,Australian Silky Terrier,TED,Male,HILLBANK
131166,Black,Pomeranian,SOOTY,Male,DAVOREN PARK
131175,Tan/White,Jack Russell Terrier,CHARLIE,Desexed Male,HILLBANK
131179,Tan/White,Pomeranian X,PARIS,Female,DAVOREN PARK
131181,Tan,Dachshund,MOZ,Desexed Male,DAVOREN PARK
131185,Black,German Shepherd Dog X,BEAR HALL,Male,SMITHFIELD PLAINS
131187,Brindle,German Shepherd Dog X,HOLLY HALL,Female,SMITHFIELD PLAINS
131194,Tan,Labrador Retriever,SAM,Desexed Male,MUNNO PARA
131197,Black,Labrador Retriever,SORCHA,Female,ELIZABETH DOWNS
131202,Brown,Australian Kelpie X,SASHA,Female,MUNNO PARA WEST
131218,Black /Tan,Staffordshire Bull Terrier X,TILLY,Female,ANGLE VALE
131220,Tan,Pomeranian,PRINCESS,Female,ELIZABETH SOUTH
131223,Black /Tan,Maltese X,ODDIE,Desexed Male,ELIZABETH SOUTH
131224,Black/White,Shih Tzu,COOPER,Desexed Male,CRAIGMORE
131229,Tan/White,Maltese X,ANGEL HOPE,Female,MUNNO PARA WEST
131232,White,Maltese X,ROSE,Female,ELIZABETH DOWNS
131234,Tri-Colored,Jack Russell Terrier,SHANDY,Female,CRAIGMORE
131238,Tan/White,Maltese X,SCRUFFY,Male,CRAIGMORE
131247,Brown/Black,Staffordshire Bull Terrier X,FLAME,Desexed Female,SMITHFIELD PLAINS
131248,Black /Tan,German Shepherd Dog,TEALE,Female,SMITHFIELD PLAINS
131252,Black/White,Australian Cattle Dog,PATCH,Male,ANGLE VALE
131258,Brindle,Scottish Terrier,MACKENZIE,Male,WATERLOO CORNER
131260,Gold,Labrador Retriever X,TEDDY,Male,ELIZABETH EAST
131262,White,Maremma Sheepdog,SHARNIE,Desexed Female,PENFIELD
131267,Black,Chihuahua X,JACK,Male,DAVOREN PARK
131269,White,Maltese X,HAMMISH,Male,ELIZABETH EAST
131271,Black/White,Staffordshire Bull Terrier X,FREKKLES,Female,DAVOREN PARK
131278,Black/White,Maltese,DAISY,Female,MUNNO PARA
131284,Sable,Norwegian Elkhound,DEEZA,Desexed Female,ANDREWS FARM
131290,Black/White,Maltese X,PRECIOUS,Female,DAVOREN PARK
131294,Black,Labrador Retriever,JARS,Male,ELIZABETH DOWNS
131301,White,Jack Russell Terrier X,TINY,Female,DAVOREN PARK
131302,Brindle,Staffordshire Bull Terrier,ZOEY,Desexed Female,ANDREWS FARM
131304,Black/Brown,German Shepherd Dog X,BAILEY,Desexed Male,ELIZABETH EAST
131305,Brindle,German Shepherd Dog X,SAXON,Desexed Male,ELIZABETH DOWNS
131307,Red,Australian Kelpie,WOODY,Desexed Male,WATERLOO CORNER
131311,White,West Highland White Terrier,MONTY,Male,ANDREWS FARM
131312,White,Jack Russell Terrier,TURBO,Male,CRAIGMORE
131313,Black,Labrador Retriever X,RAMBO,Desexed Male,DAVOREN PARK
131314,Tan,German Shepherd Dog X,MISSY,Desexed Female,MUNNO PARA DOWNS
131319,Black /Tan,Australian Kelpie,TINKERBELL,Desexed Female,ANGLE VALE
